TrueTrackLengthInWater,DNNRecoLength,TrueMuonEnergy,BDTMuonEnergy
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
175.33139038085938,167.77122497558594,912.7449340820312,906.5093422983992
